Cd,CdTe_0.5Se_0.5,M_i_Se_site,1.597,4.937,0,0,5,12,0.75,3,4,0.95,112.41,1.41,867.7,1.489,0,1.69,48,2
Te,CdTe_0.5Se_0.5,M_i_Se_site,1.662,5.27,0,-1,5,16,0.75,3,4,0.97,127.6,1.36,869.2,1.6,190.15,2.1,52,6
Cd,CdTe_0.5Se_0.5,M_i_Se_site,1.97,7.172,0,-1,5,12,0.75,3,4,0.95,112.41,1.41,867.7,1.489,0,1.69,48,2
Se,CdTe_0.5Se_0.5,M_i_Se_site,1.992,7.328,0,-2,4,16,0.75,3,4,0.5,78.96,1.16,940.9,1.4,194.96,2.55,34,6
Te,CdTe_0.5Se_0.5,M_i_Se_site,2.098,8.148,0,-2,5,16,0.75,3,4,0.97,127.6,1.36,869.2,1.6,190.15,2.1,52,6
Cd,CdTe_0.5Se_0.5,M_i_Se_site,2.459,11.698,0,-2,5,12,0.75,3,4,0.95,112.41,1.41,867.7,1.489,0,1.69,48,2
Cd,CdTe_0.5Se_0.5,M_i_Te_site,-0.67,0.512,0,3,5,12,0.75,3,4,0.95,112.41,1.41,867.7,1.489,0,1.69,48,2
Se,CdTe_0.5Se_0.5,M_i_Te_site,-0.655,0.52,0,3,4,16,0.75,3,4,0.5,78.96,1.16,940.9,1.4,194.96,2.55,34,6
Te,CdTe_0.5Se_0.5,M_i_Te_site,-0.542,0.582,0,3,5,16,0.75,3,4,0.97,127.6,1.36,869.2,1.6,190.15,2.1,52,6
Se,CdTe_0.5Se_0.5,M_i_Te_site,-0.367,0.693,0,2,4,16,0.75,3,4,0.5,78.96,1.16,940.9,1.4,194.96,2.55,34,6
Te,CdTe_0.5Se_0.5,M_i_Te_site,-0.102,0.903,0,2,5,16,0.75,3,4,0.97,127.6,1.36,869.2,1.6,190.15,2.1,52,6
Se,CdTe_0.5Se_0.5,M_i_Te_site,0.038,1.039,0,1,4,16,0.75,3,4,0.5,78.96,1.16,940.9,1.4,194.96,2.55,34,6
Te,CdTe_0.5Se_0.5,M_i_Te_site,0.335,1.398,0,1,5,16,0.75,3,4,0.97,127.6,1.36,869.2,1.6,190.15,2.1,52,6
Cd,CdTe_0.5Se_0.5,M_i_Te_site,0.368,1.445,0,2,5,12,0.75,3,4,0.95,112.41,1.41,867.7,1.489,0,1.69,48,2
Cd,CdTe_0.5Se_0.5,M_i_Te_site,0.729,2.073,0,1,5,12,0.75,3,4,0.95,112.41,1.41,867.7,1.489,0,1.69,48,2
Se,CdTe_0.5Se_0.5,M_i_Te_site,0.824,2.279,0,0,4,16,0.75,3,4,0.5,78.96,1.16,940.9,1.4,194.96,2.55,34,6
Se,CdTe_0.5Se_0.5,M_i_Te_site,1.082,2.952,0,-1,4,16,0.75,3,4,0.5,78.96,1.16,940.9,1.4,194.96,2.55,34,6
