Zn,CdTe,M_i_old,2.056,7.812,0,-1,4,12,0.5,3,3,0.74,65.39,1.25,906.4,1.332,0,1.65,30,2
Fe,CdTe,M_i_Te_site,2.375,10.75,0,-2,4,8,0.75,3,4,0.55,55.847,1.17,759.3,1.241,24,1.83,26,6
Hg,CdTe,M_i_Cd_site,0.286,1.331,0,1,6,12,0.25,4,3,1.02,200.59,1.49,1007,1.6,0,2,80,2
Ru,CdTe,M_Te,-0.518,0.596,-2,0,5,8,1,4,0,-0.35,-26.53,-0.11,-158.2,-0.275,-80.15,0.1,-8,2
Ca,CdSe,M_i_old,2.702,14.912,0,-1,4,2,0.5,3,3,1,40.078,1.74,589.8,1.97,156,1,20,2
As,CdTe,M_i_old,2.381,10.818,0,-2,4,15,0.5,3,3,0.58,74.9216,1.2,947,1.39,77,2.16,33,5
Cs,CdTe,M_i_old,2.726,15.276,0,-2,6,1,0.5,3,3,1.74,132.9054,2.35,375.7,2.67,45.49,0.79,55,1
Rb,CdTe,M_i_Te_site,1.407,4.082,0,1,5,1,0.75,3,4,1.61,85.4678,2.16,403,2.48,46.89,0.82,37,4
K,CdTe,M_i_Cd_site,2.617,13.699,0,-2,4,1,0.25,4,3,1.51,39.0983,2.03,418.8,2.35,48.36,0.82,19,1
V,CdTe,M_Te,-0.651,0.521,-2,1,4,5,1,4,0,-0.43,-76.6585,-0.14,-219.2,-0.279,-140.15,-0.47,-29,-1
Y,CdTe,M_i_Te_site,2.7,14.873,0,-2,5,3,0.75,3,4,1.02,88.9059,1.62,616,1.81,0,1.22,39,3
Sb,CdTe,M_Cd,-0.722,0.486,2,5,5,15,0,0,4,-0.19,9.347,-0.01,-34,0.101,101,0.36,3,3
N,CdTe,M_i_Te_site,-0.159,0.853,0,1,2,15,0.75,3,4,1.71,14.0067,0.75,1402.3,0.92,-7,3.04,7,5
K,CdTe,M_i_Te_site,-0.652,0.521,0,3,4,1,0.75,3,4,1.51,39.0983,2.03,418.8,2.35,48.36,0.82,19,1
In,CdTe,M_i_old,2.175,8.8,0,-1,5,13,0.5,3,3,0.8,114.82,1.44,558.3,1.66,29,1.78,49,3
Sr,CdSe,M_i_Se_site,1.055,2.873,0,2,5,2,0.75,3,4,1.26,87.62,1.91,549.5,2.15,168,0.95,38,2
P,CdSe,M_i_old,2.608,13.573,0,-2,3,15,0.5,3,3,0.17,30.97376,1.06,1011.7,1.28,71.7,2.19,15,5
Ag,CdTe,M_Cd,-0.871,0.419,2,5,5,11,0,0,4,0.2,-4.542,-0.07,-136.7,-0.045,125.7,0.24,-1,0
Os,CdTe,M_Cd,0.123,1.131,2,4,6,8,0,0,4,-0.32,77.79,-0.15,-27.7,-0.149,110,0.51,28,6
Sb,CdTe,M_i_Te_site,0.443,1.558,0,3,5,15,0.75,3,4,0.76,121.757,1.4,833.7,1.59,101,2.05,51,5
Mo,CdTe,M_Cd,-0.737,0.479,2,5,5,6,0,0,4,-0.36,-16.47,-0.11,-182.8,-0.127,96,0.47,-6,4
C,CdTe,M_Cd,1.751,5.759,2,1,2,14,0,0,4,-0.79,-100.399,-0.64,218.7,-0.579,122.3,0.86,-42,2
Se,CdSe,M_i_old,0.735,2.086,0,2,4,16,0.5,3,3,0.5,78.96,1.16,940.9,1.4,194.96,2.55,34,6
Pd,CdTe,M_Te,1.698,5.462,-2,-3,5,10,1,4,0,-0.33,-21.18,-0.08,-64.2,-0.225,-130.15,0.1,-6,-2
Ca,CdTe,M_i_old,1.519,4.566,0,1,4,2,0.5,3,3,1,40.078,1.74,589.8,1.97,-156,1,20,2
Ge,CdTe,M_Cd,2.013,7.487,2,1,4,14,0,0,4,-0.42,-39.8,-0.19,-105.6,-0.119,120,0.32,-16,2
La,CdSe,M_i_Se_site,2.768,15.921,0,-1,6,3,0.75,3,4,1.16,138.9055,1.25,538.1,1.877,50,1.1,57,3
Cd,CdSe,M_i_Se_site,-0.613,0.542,0,3,5,12,0.75,3,4,0.95,112.41,1.41,867.7,1.489,0,1.69,48,2
Mn,CdTe,M_Cd,-0.853,0.426,2,5,4,7,0,0,4,-0.28,-57.472,-0.24,-150.3,-0.249,0,-0.14,-23,5
Rb,CdTe,M_i_Te_site,2.732,15.368,0,-2,5,1,0.75,3,4,1.61,85.4678,2.16,403,2.48,46.89,0.82,37,4
C,CdTe,M_Cd,-0.892,0.41,2,5,2,14,0,0,4,-0.79,-100.399,-0.64,218.7,-0.579,122.3,0.86,-42,2
Ru,CdTe,M_i_Te_site,2.153,8.613,0,-2,5,8,0.75,3,4,0.62,101.07,1.25,711,1.325,110,2.2,44,8
Fe,CdTe,M_Te,-0.75,0.472,-2,1,4,8,1,4,0,-0.42,-71.753,-0.19,-109.9,-0.359,-166.15,-0.27,-26,0
